product_name,code_country,pnns_groups_1,pnns_groups_2,nutrition-score-uk_100g,nutrition-score-fr_100g,sodium_100g,salt_100g,proteins_100g,energy_100g,saturated-fat_100g,sugars_100g,fat_100g,carbohydrates_100g
Boisson lactée à base de yaourt aromatisée fraise-banane,DEU,Milk and dairy products,Milk and yogurt,2.0,2.0,0.0590551181102362,0.15,3.3,341.0,0.5,13.8,0.9,14.2
Salade chicken coleslaw,FRA,Composite foods,One-dish meals,-2.0,-2.0,0.23622047244094502,0.6,6.7,406.0,2.0,4.3,5.3,4.6
280 sauce Moutarde de Dijon,FRA,Composite foods,Sandwich,11.0,11.0,0.393700787401575,1.0,15.0,1079.0,6.0,1.0,14.0,18.0
Long Bacon,FRA,Composite foods,Sandwich,16.0,16.0,0.5539999999999999,1.41,15.9,1290.0,7.79,2.61,19.2,17.4
Long Chicken,FRA,Composite foods,Sandwich,5.0,5.0,0.501,1.27,11.0,1100.0,2.92,2.31,14.2,21.6
Quick N'Toast,FRA,Composite foods,Sandwich,14.0,14.0,0.46799999999999997,1.19,15.6,1200.0,6.08,2.16,16.3,18.8
Grand Big Mac Chicken,FRA,Composite foods,Sandwich,3.0,3.0,0.47,1.19,11.1,919.0,2.19,3.61,8.61,23.9
Burger Sauce à &quot;La Vache qui Rit&quot; ®,FRA,Composite foods,Sandwich,11.0,11.0,0.32799999999999996,0.833,14.2,1070.0,5.92,4.0,12.4,21.2
Long Fish,FRA,Composite foods,Sandwich,4.0,4.0,0.361,0.9179999999999999,12.0,1130.0,2.61,2.22,15.3,20.9
Smart Burger Chicken,FRA,Composite foods,Sandwich,5.0,5.0,0.331,0.8420000000000001,14.2,1050.0,4.16,2.48,14.8,15.7
Frites Moyenne Les Rustiques,FRA,unknown,unknown,6.0,6.0,0.474,1.2,3.08,805.0,0.752,0.752,8.2,26.5
Chicken Dips,FRA,Fish Meat Eggs,Meat,1.0,1.0,0.32799999999999996,0.833,14.7,932.0,1.11,0.139,10.0,16.9
Smart Burger Boeuf,FRA,Composite foods,Sandwich,5.0,5.0,0.24,0.61,13.6,1020.0,5.18,3.17,13.8,15.7
YouBurger Sauce Béarnaise,FRA,Composite foods,Sandwich,5.0,5.0,0.33799999999999997,0.86,15.0,1100.0,4.12,2.22,14.2,18.5
Cheesy Trio,FRA,unknown,unknown,18.0,18.0,0.633,1.61,10.9,1360.0,7.14,1.79,17.5,30.0
Epaule Serrana,ESP,Fish Meat Eggs,Meat,19.0,19.0,1.69291338582677,4.3,25.0,1067.6,6.8,0.8,17.0,0.8
Grand Big Mac,FRA,Composite foods,Sandwich,12.0,12.0,0.38188976377952794,0.97,14.0,986.0,5.1,15.0,12.0,17.0
Légumes pour couscous biologique,FRA,Fruits and vegetables,Vegetables,-6.0,-6.0,0.216535433070866,0.55,1.4,116.0,0.1,0.8,0.4,3.5
"12 Bouchées à Garnir [Même code barre 26017020 pour 8 Bouchées en forme de Poisson à Garnir, voir 26017020]",BEL,unknown,unknown,22.0,22.0,0.551181102362205,1.4,7.6,2307.0,19.2,1.2,36.2,48.0
Giant,FRA,Composite foods,Sandwich,12.0,12.0,0.34299999999999997,0.872,14.5,1300.0,6.92,2.79,21.7,14.2
McFish,FRA,Composite foods,Sandwich,0.0,0.0,0.445,1.13,11.3,960.0,0.726,6.37,5.97,31.5
Trio de pommes,FRA,Fruits and vegetables,Fruits,-5.0,-5.0,0.00492,0.0125,0.25,225.0,0.0,11.2,0.25,11.2
Big Tasty,FRA,Composite foods,Sandwich,12.0,12.0,0.426,1.08,12.9,1030.0,6.14,3.22,14.9,14.6
Pizza Cuite sur Pierre (Kebab) - [même code barre 26048888 pour Pizza Cuite sur Pierre (Bolognaise)],DEU,Composite foods,Pizza pies and quiche,2.0,2.0,0.366141732283465,0.93,8.1,742.0,1.5,4.1,4.0,25.7
Le Charolais,FRA,Composite foods,Sandwich,12.0,12.0,0.47244094488189003,1.2,13.0,1052.0,5.4,1.2,12.0,22.0
Winter fries (moyenne portion),FRA,unknown,unknown,-1.0,-1.0,0.31496062992126,0.8,3.6,983.0,1.5,0.0,12.0,27.0
McWrap Poulet et Bacon,FRA,Composite foods,Sandwich,1.0,1.0,0.29,0.736,10.5,981.0,2.71,1.94,12.0,20.5
Salade Chicken Caesar,FRA,Composite foods,One-dish meals,0.0,0.0,0.303149606299213,0.77,11.7,393.0,2.8,0.4,5.0,1.4
Crunchy,FRA,Cereals and potatoes,Breakfast cereals,0.0,0.0,0.0393700787401575,0.1,7.6,1662.0,1.5,18.8,9.1,66.2
Les Moulinés de Fruits saveur Pomme Ananas,FRA,Fruits and vegetables,Fruits,-3.0,-3.0,0.0393700787401575,0.1,0.5,297.0,0.2,12.9,0.5,16.0
Poisson Ranch,FRA,Composite foods,Sandwich,2.0,2.0,0.433070866141732,1.1,11.0,1002.0,3.6,4.0,11.0,22.0
cranberries séchées,FRA,Fruits and vegetables,Dried fruits,4.0,4.0,0.0,0.0,0.1,1504.0,0.0,65.0,0.5,83.2
Compote Pommes-Abricots allégée en sucre,FRA,Fruits and vegetables,Fruits,-4.0,-4.0,0.00393700787401575,0.01,0.5,272.0,0.1,12.0,0.5,15.0
Grand Premium (Boeuf),FRA,Composite foods,Sandwich,11.0,11.0,0.318897637795276,0.81,15.0,1180.0,6.2,4.0,17.0,17.0
Aloe Vera (Aloe Honey Tea),KOR,Sugary snacks,Sweets,10.0,10.0,0.0334645669291339,0.085,0.2,267.0,0.0,65.3,0.0,66.6
Salade Chicken Caesar,FRA,Composite foods,One-dish meals,1.0,1.0,0.433070866141732,1.1,14.8,499.0,3.0,1.3,5.2,3.8
Croutons pour salade Chicken Caesar (ail et fines et herbes),FRA,unknown,unknown,11.0,11.0,0.551181102362205,1.4,9.6,1850.0,1.0,4.3,15.0,65.0
Original Sweet Mustard,FRA,Composite foods,Sandwich,12.0,12.0,0.36220472440944895,0.92,12.0,1026.0,7.0,5.0,13.0,20.0
Assortiment de biscuits,NLD,unknown,unknown,22.0,22.0,0.118110236220472,0.3,5.4,2147.0,14.0,24.8,25.5,64.8
Confiture Maribel pêches,DEU,Sugary snacks,Sweets,11.0,11.0,0.01,0.0254,0.3,1012.0,0.1,53.0,0.1,58.0
"15 Bâtonnets de poisson (Filet de Colin d'Alaska) ou 15 Bâtonnets de Colin d'Alaska, Surgelé",DEU,Composite foods,One-dish meals,0.0,0.0,0.3,0.762,13.0,764.0,1.1,1.2,7.7,15.2
Filet de colin d'Alaska aux brocolis surgelé,DEU,Composite foods,One-dish meals,2.0,2.0,0.307086614173228,0.78,10.4,450.0,4.0,0.6,6.3,2.1
"Filet de Colin dAlaska, Surgelé",DEU,Fish Meat Eggs,Fish and seafood,-4.0,-4.0,0.1,0.254,17.0,314.0,0.1,0.0,0.8,0.0
yaourt Fraise,DEU,Milk and dairy products,Milk and yogurt,3.0,3.0,0.06,0.1524,3.2,382.0,0.9,15.0,1.3,16.0
Mozzarella Lovilio,DEU,Milk and dairy products,Cheese,15.0,10.0,0.23622047244094502,0.6,19.0,1050.0,13.0,1.2,19.0,1.2
Cappuccino classique,DEU,Beverages,Sweetened beverages,27.0,33.0,0.8,2.032,11.7,1614.0,8.5,54.6,9.3,61.2
Spaghetti,ITA,Cereals and potatoes,Cereals,-5.0,-5.0,0.0,0.0,12.0,1483.0,0.3,3.2,1.2,71.0
"Pâtes italienne, Tagliatelle",ITA,Cereals and potatoes,Cereals,0.0,0.0,0.0196850393700787,0.05,13.0,1553.0,1.2,2.5,3.2,70.0
Spaghetti Pasta all'uovo ,ITA,Cereals and potatoes,Cereals,-4.0,-4.0,0.02,0.0508,13.0,1553.0,1.2,2.5,3.2,70.0
Cacahuètes grillées & salées,FRA,Salty snacks,Nuts,16.0,16.0,0.79,2.0066,27.1,2308.0,6.2,7.3,39.2,18.9
Purée de tomates triple concentrée,ITA,Fruits and vegetables,Vegetables,-3.0,-3.0,0.15748031496063,0.4,5.8,477.0,0.1,15.9,0.2,17.2
Tomates pelées en morceaux,ITA,Fruits and vegetables,Vegetables,-6.0,-6.0,0.047244094488189003,0.12,1.2,95.0,0.1,3.2,0.1,3.2
Haricots blancs,NLD,Cereals and potatoes,Legumes,-5.0,-5.0,0.26771653543307106,0.68,6.4,367.0,0.3,0.3,0.6,11.0
Soft Cake Framboise,DEU,Sugary snacks,Biscuits and cakes,21.0,21.0,0.11417322834645698,0.29,3.6,1595.0,6.4,52.7,11.2,64.9
Croque Monsieur fondant (23 % MG) 10 tranches,DEU,Milk and dairy products,Cheese,24.0,19.0,1.45,3.6830000000000003,14.0,1174.0,15.2,5.0,23.0,5.0
Riz étuvé long grain,ITA,Cereals and potatoes,Cereals,-2.0,-2.0,0.0,0.0,7.5,1455.0,0.0,0.0,0.5,79.5
Dés de Jambon,FRA,Fish Meat Eggs,Processed meat,5.0,5.0,0.75,1.905,17.0,498.0,1.8,2.5,4.5,2.5
Tagliatelle,ITA,Cereals and potatoes,Cereals,0.0,0.0,0.031496062992126,0.08,15.0,1622.0,1.3,2.6,4.2,70.0
Earl Grey,DEU,Beverages,Non-sugared beverages,0.0,1.0,0.0,0.0,0.1,2.0,0.05,0.0,0.1,0.1
Cordons bleus de dinde,FRA,Composite foods,One-dish meals,9.0,9.0,0.6,1.524,12.0,962.0,3.2,1.1,13.0,17.0
Coulommiers onctueux et crémeux,FRA,Milk and dairy products,Cheese,19.0,14.0,0.551181102362205,1.4,18.0,1120.0,15.0,0.1,22.0,0.1
Yaourt sucré aromatisé (12 Pots) ,FRA,Milk and dairy products,Milk and yogurt,2.0,2.0,0.04,0.1016,3.2,329.0,1.2,13.0,1.9,13.2
Tiramisu,ITA,Milk and dairy products,Dairy desserts,13.0,13.0,0.08,0.2032,3.1,1319.0,14.0,13.5,19.2,29.1
Profiteroles,ITA,unknown,unknown,16.0,16.0,0.118110236220472,0.3,4.5,1189.0,9.3,18.0,11.8,36.6
Crème fraîche légère épaisse,FRA,Milk and dairy products,Milk and yogurt,13.0,13.0,0.031496062992126,0.08,2.9,709.0,10.1,5.0,15.4,5.2
Jambon supérieur avec couenne (x 4 tranches),FRA,Fish Meat Eggs,Processed meat,11.0,11.0,0.708661417322835,1.8,20.0,668.0,3.2,0.8,8.5,0.8
"Blanc de Dinde, Cuit à l'étouffée (4 tranches)",FRA,Fish Meat Eggs,Processed meat,10.0,10.0,0.96,2.4384,22.7,473.0,0.7,0.2,1.9,0.7
"Blanc de Poulet, Cuit à l'étouffée (4 tranches)",FRA,Fish Meat Eggs,Processed meat,4.0,4.0,0.9,2.286,20.0,440.0,0.6,1.0,1.9,1.2
Lardons Fumés (Qualité supérieure),FRA,Fish Meat Eggs,Processed meat,18.0,18.0,1.1811023622047199,3.0,18.0,1069.0,6.6,1.0,20.0,1.1
Rillettes du Mans,FRA,Fish Meat Eggs,Processed meat,20.0,20.0,0.456692913385827,1.16,15.0,1711.0,14.7,0.2,39.0,0.5
Saucisse sèche droite,FRA,Fish Meat Eggs,Processed meat,24.0,24.0,1.6535433070866101,4.2,26.0,1899.0,15.2,2.5,38.0,3.0
Lait demi-écrémé,FRA,Milk and dairy products,Milk and yogurt,0.0,0.0,0.05,0.127,3.2,190.0,1.0,4.8,1.5,4.8
Grandino Pépites de Chocolat & Nougatine,FRA,Sugary snacks,Biscuits and cakes,24.0,24.0,0.49,1.2446,7.0,2132.0,12.0,34.5,27.0,58.0
Dark chocolate 74% cocoa,DEU,Sugary snacks,Chocolate products,22.0,22.0,0.00393700787401575,0.01,9.8,2365.0,26.0,27.0,42.0,32.0
Barre pâtissière à la vanille et aux oeufs frais ,FRA,Sugary snacks,Biscuits and cakes,16.0,16.0,0.531,1.34874,5.2,1468.0,1.7,30.7,12.0,54.5
Sauce Tomate,ITA,Fat and sauces,Dressings and sauces,1.0,1.0,0.44,1.1176,1.4,250.0,0.4,5.4,2.9,5.4
Croque Monsieur,FRA,Composite foods,Sandwich,11.0,11.0,0.551181102362205,1.4,7.4,818.0,3.9,3.4,7.0,24.8
Corned Beef,FRA,unknown,unknown,14.0,14.0,0.551181102362205,1.4,21.0,920.0,7.0,0.1,15.0,0.5
Ravioli 100 % Volaille,FRA,Cereals and potatoes,Cereals,2.0,2.0,0.433070866141732,1.1,4.0,398.0,0.8,2.2,2.6,13.4
Cassoulet,FRA,Composite foods,One-dish meals,1.0,1.0,0.31496062992126,0.8,7.3,477.0,1.85,0.6,4.7,8.9
Pommes de terres entières,FRA,Cereals and potatoes,Potatoes,-6.0,-6.0,0.0393700787401575,0.1,2.0,319.0,0.1,0.5,0.2,15.8
Camembert (21 % MG),FRA,Milk and dairy products,Cheese,19.0,14.0,0.590551181102362,1.5,20.0,1126.0,14.7,0.5,21.0,0.5
Fromage Doux et Crémeux (31 % MG),FRA,Milk and dairy products,Cheese,20.0,15.0,0.62992125984252,1.6,19.0,1479.0,21.7,0.1,31.0,0.5
"Roquefort (31,7% MG)",FRA,Milk and dairy products,Cheese,24.0,19.0,1.4527559055118102,3.69,18.8,1496.0,22.5,0.0,31.7,0.0
12 Portions à la crème (30 % MG),FRA,Milk and dairy products,Cheese,18.0,13.0,0.5,1.27,8.5,1289.0,21.0,2.0,30.0,2.0
Gaufres aux oeufs frais,DEU,unknown,unknown,19.0,19.0,0.244094488188976,0.62,8.4,1893.0,5.3,33.0,23.0,52.0
Vine leaves stuffed with rice,GRC,Composite foods,One-dish meals,6.0,6.0,0.476377952755905,1.21,2.1,587.0,1.6,1.5,6.8,16.5
Amaretti Italian Biscuits,ITA,Sugary snacks,Biscuits and cakes,15.0,15.0,0.078740157480315,0.2,6.9,1840.0,0.6,74.0,10.2,77.7
Farfalle,ITA,Cereals and potatoes,Cereals,-5.0,-5.0,0.00393700787401575,0.01,12.0,1517.0,0.4,2.8,1.3,73.0
Penne Rigate,ITA,Cereals and potatoes,Cereals,-5.0,-5.0,0.00393700787401575,0.01,12.0,1517.0,0.4,2.8,1.3,73.0
4 Knacks,FRA,Fish Meat Eggs,Processed meat,22.0,22.0,0.905511811023622,2.3,13.0,1193.0,9.7,0.6,26.0,0.6
Sauce tomate aux olives,ITA,Fat and sauces,Dressings and sauces,5.0,5.0,0.47244094488189003,1.2,1.3,259.0,0.6,3.9,3.5,4.3
Yaourt Pêche-Passion,DEU,Milk and dairy products,Milk and yogurt,4.0,4.0,0.0708661417322835,0.18,2.6,417.0,1.9,13.6,2.8,14.9
Crème entière liquide (30 % MG),DEU,Milk and dairy products,Milk and yogurt,13.0,13.0,0.031496062992126,0.08,2.4,1209.0,21.0,3.4,30.0,3.4
Le Yaourt Saveur Vanille (4 Pots),FRA,Milk and dairy products,Milk and yogurt,3.0,3.0,0.0433070866141732,0.11,3.0,380.0,2.0,12.9,3.0,12.9
Fuet,ESP,Fish Meat Eggs,Processed meat,25.0,25.0,2.04724409448819,5.2,24.3,1778.0,12.2,2.6,35.7,2.6
Filets de Maquereaux (au Vin Blanc et aux Aromates),FRA,Fish Meat Eggs,Fish and seafood,2.0,2.0,0.53,1.3462,14.2,410.0,1.8,0.1,4.5,0.1
Filets de Maquereaux (A la Moutarde),FRA,Fish Meat Eggs,Fish and seafood,5.0,5.0,0.5,1.27,11.3,827.0,3.4,0.0,16.5,0.8
Mini saucissons secs Noix Pur Porc,FRA,Fish Meat Eggs,Processed meat,25.0,25.0,1.6535433070866101,4.2,27.0,2184.0,18.3,1.0,45.8,1.8
Mini chorizo doux Pur Porc,FRA,Fish Meat Eggs,Processed meat,25.0,25.0,1.7322834645669298,4.4,27.8,2104.0,16.9,2.0,42.2,4.0
Mini saucissons secs Nature Pur Porc,FRA,Fish Meat Eggs,Processed meat,25.0,25.0,1.96850393700787,5.0,29.0,2162.0,17.7,1.0,44.2,2.0
Flips Cacahuètes,FRA,Salty snacks,Appetizers,17.0,17.0,0.720472440944882,1.83,14.0,2055.0,3.5,2.8,24.0,52.0
Maasdam tranches (27% MG),NLD,Milk and dairy products,Cheese,19.0,14.0,0.47244094488189003,1.2,25.0,1449.0,18.0,0.0,27.0,0.0
Chocolat Calendrier de l'avent,DEU,Sugary snacks,Chocolate products,26.0,26.0,0.078740157480315,0.2,6.5,2307.0,20.3,56.2,32.9,56.2
amandes entières,DEU,unknown,unknown,6.0,6.0,0.0078740157480315,0.02,24.2,2665.0,4.9,4.4,56.0,5.4
Steaks 3 Fromages (x 2),FRA,unknown,unknown,21.0,21.0,0.830708661417323,2.11,9.8,1178.0,9.6,1.1,18.4,18.5
Milch-Schokoladen-Streusel,DEU,Sugary snacks,Chocolate products,23.0,23.0,0.0393700787401575,0.1,6.0,1905.0,8.9,65.3,14.6,72.7
Poêlée de Kebab,DEU,Fish Meat Eggs,Meat,15.0,15.0,0.590551181102362,1.5,18.0,934.0,7.5,2.0,16.0,2.0
6 Merguez véritables,FRA,Fish Meat Eggs,Processed meat,18.0,18.0,0.590551181102362,1.5,13.0,1300.0,13.1,0.6,28.0,2.0
Viandes hachées porc et boeuf,DEU,Fish Meat Eggs,Meat,3.0,3.0,0.0511811023622047,0.13,18.0,972.0,6.3,0.0,18.0,0.0
Crevettes Provencal,FRA,Fish Meat Eggs,Fish and seafood,2.0,2.0,0.649606299212598,1.65,9.7,318.0,0.8,0.0,3.8,0.4
Popcorn Micro-ondes nature,ESP,Salty snacks,Appetizers,24.0,24.0,0.8661417322834649,2.2,8.2,1979.0,13.1,3.4,21.0,57.4
"Gouda jeune en tranches doux (18,8% MG)",NLD,Milk and dairy products,Cheese,21.0,16.0,0.748031496062992,1.9,25.5,1129.0,11.8,0.0,18.8,0.0
"Quenelles de veau, sauce Financière",FRA,Composite foods,One-dish meals,5.0,5.0,0.433070866141732,1.1,3.8,446.0,2.3,0.4,6.0,9.4
Pâte brisée,FRA,unknown,unknown,15.0,15.0,0.43,1.0922,5.9,1573.0,8.3,3.0,20.3,42.0
Flûtes salées,FRA,Salty snacks,Appetizers,23.0,23.0,0.688976377952756,1.75,10.0,2138.0,18.3,4.5,26.3,56.9
Glaces Mini Mix,DEU,Milk and dairy products,Ice cream,20.0,20.0,0.0708661417322835,0.18,3.4,1410.0,14.4,31.3,21.2,32.7
Pizza jambon et champignons,FRA,Composite foods,Pizza pies and quiche,4.0,4.0,0.52755905511811,1.34,10.3,840.0,2.5,3.2,5.6,25.5
Jambon supérieur Sans couenne,FRA,Fish Meat Eggs,Processed meat,4.0,4.0,0.78740157480315,2.0,21.4,475.0,0.9,0.9,2.6,0.9
Chips nature,DEU,Salty snacks,Appetizers,9.0,9.0,0.6,1.524,6.0,2276.0,2.7,0.5,34.0,52.0
Paprika,DEU,Salty snacks,Appetizers,15.0,15.0,0.661417322834646,1.68,6.0,2251.0,2.7,2.2,34.0,50.5
Caramel et biscuit,DEU,Sugary snacks,Sweets,27.0,27.0,0.19685039370078697,0.5,5.3,2025.0,14.0,44.0,23.0,63.8
Lait demi-écrémé,FRA,Milk and dairy products,Milk and yogurt,0.0,0.0,0.0511811023622047,0.13,3.2,195.0,1.0,4.8,1.6,4.8
Lait demi-écrémé,DEU,Milk and dairy products,Milk and yogurt,0.0,0.0,0.0511811023622047,0.13,3.5,200.0,1.1,5.0,1.5,5.0
Fricadelles,BEL,unknown,unknown,14.0,14.0,0.740157480314961,1.88,12.4,894.0,4.2,0.5,14.5,8.4
Chips saveur paprika,FRA,Salty snacks,Appetizers,11.0,11.0,0.6850393700787399,1.74,5.4,2280.0,3.3,1.4,35.0,50.2
Goûters fourrés au chocolat,DEU,Sugary snacks,Biscuits and cakes,21.0,21.0,0.1,0.254,6.0,2037.0,13.0,36.0,20.0,69.0
4 Nems au porc avec sauce,FRA,Composite foods,One-dish meals,11.0,11.0,0.645669291338583,1.64,5.5,908.0,2.6,2.8,11.9,21.0
L'Onctueux Pêche-Passion,DEU,Milk and dairy products,Dairy desserts,11.0,11.0,0.04,0.1016,2.4,684.0,7.0,15.2,10.3,15.3
Fruit hoops,DEU,Cereals and potatoes,Breakfast cereals,7.0,7.0,0.255905511811024,0.65,6.1,1624.0,0.3,25.0,1.5,84.7
Escalopes de porc ,DEU,Fish Meat Eggs,Meat,-3.0,-3.0,0.06,0.1524,21.0,468.0,1.4,0.0,3.0,0.0
Boisson lactée à base de yaourt aromatisée p^éche fruit de la passion,DEU,Milk and dairy products,Milk and yogurt,0.0,0.0,0.0590551181102362,0.15,3.3,328.0,0.5,13.1,0.9,13.4
Rillettes de la mer Crabe,FRA,Fish Meat Eggs,Fish and seafood,4.0,4.0,0.590551181102362,1.5,11.2,774.0,1.3,0.9,14.4,1.7
Tarama (25 %),FRA,Fish Meat Eggs,Fish and seafood,19.0,19.0,0.47244094488189003,1.2,4.0,2357.0,7.7,1.2,60.2,3.5
Macaroni,ITA,Cereals and potatoes,Cereals,-5.0,-5.0,0.00393700787401575,0.01,12.0,1517.0,0.4,2.8,1.3,73.0
Serrano jambon cru espagnol,DEU,Fish Meat Eggs,Processed meat,16.0,16.0,1.96850393700787,5.0,30.0,971.0,4.5,1.0,12.0,1.0
Petit Saint Paulin,FRA,Milk and dairy products,Cheese,20.0,15.0,0.641732283464567,1.63,20.0,1265.0,18.0,0.0,25.0,0.0
"Filet de colin à la méditerranéenne, Surgelé",DEU,Composite foods,One-dish meals,-1.0,-1.0,0.2,0.508,9.9,423.0,1.7,1.2,6.0,1.9
bloc de foie gras de canard,FRA,unknown,unknown,19.0,19.0,0.448818897637795,1.14,5.9,1986.0,20.5,0.9,50.0,2.1
Chips crème acidulée & fromage ondulées,DEU,Salty snacks,Appetizers,10.0,10.0,0.7,1.778,6.0,2276.0,2.7,3.0,34.0,52.0
Palets bretons pur beurre ,FRA,Sugary snacks,Biscuits and cakes,24.0,24.0,0.304,0.7721600000000001,6.0,2144.0,15.0,26.0,25.0,65.0
Crème Dessert saveur Vanille,FRA,Milk and dairy products,Dairy desserts,4.0,4.0,0.0511811023622047,0.13,3.1,467.0,2.0,15.3,3.0,17.8
Chips salées ,DEU,Salty snacks,Appetizers,10.0,10.0,0.7,1.778,6.0,2244.0,2.7,0.5,34.0,52.0
Foie gras de Canard entier,FRA,unknown,unknown,21.0,21.0,0.5,1.27,7.5,2240.0,23.6,0.9,56.1,2.2
"Mozzarella allégée (8,5% MG)",DEU,Milk and dairy products,Cheese,5.0,5.0,0.3,0.762,20.5,689.0,6.0,1.5,8.5,1.5
"Fromage râpé (25,8% MG)",DEU,Milk and dairy products,Cheese,21.0,16.0,0.669291338582677,1.7,25.0,1420.0,16.8,0.3,25.8,2.4
Camembert bio (22% MG) au lait microfiltré,FRA,Milk and dairy products,Cheese,20.0,15.0,0.68,1.7272,21.2,1183.0,15.0,0.5,22.0,0.5
Cent-Wafers parfum Vanille,AUT,Sugary snacks,Biscuits and cakes,25.0,25.0,0.1,0.254,5.9,2147.0,21.6,40.7,27.7,59.6
Edam,NLD,Milk and dairy products,Cheese,22.0,17.0,0.8897637795275591,2.26,24.4,1277.0,16.3,0.0,23.3,0.0
Mune beans,CHN,Cereals and potatoes,Legumes,2.0,2.0,0.299212598425197,0.76,3.1,181.0,0.3,1.0,0.5,5.4
"Lychees au sirop léger, pelés & dénoyautés",CHN,Fruits and vegetables,Fruits,-2.0,-2.0,0.0393700787401575,0.1,0.9,322.0,0.1,16.6,0.2,16.6
Yaourt Ananas,DEU,Milk and dairy products,Milk and yogurt,1.0,1.0,0.0551181102362205,0.14,3.5,359.0,0.9,13.0,1.3,14.0
To Drink parfum Fraise,DEU,Milk and dairy products,Milk and yogurt,0.0,0.0,0.0590551181102362,0.15,3.3,329.0,0.5,13.2,0.9,13.5
Mousse au chocolat,FRA,Sugary snacks,Chocolate products,23.0,23.0,0.06,0.1524,7.2,2344.0,22.0,50.0,36.0,51.0
Feuilleté à la Diable Porc & Moutarde,FRA,Composite foods,One-dish meals,18.0,18.0,0.492125984251969,1.25,8.4,1319.0,11.9,2.3,19.3,26.3
Côtes d'agneau à l'os de Nouvelle-Zélande surgelées,DEU,Fish Meat Eggs,Meat,4.0,4.0,0.0511811023622047,0.13,19.2,766.0,7.2,0.0,11.8,0.2
Neufchâtel A.O.P au lait cru,FRA,Milk and dairy products,Cheese,20.0,15.0,0.669291338582677,1.7,19.0,1220.0,16.0,0.5,24.0,0.5
Spaghetti ,ITA,Cereals and potatoes,Cereals,-1.0,-1.0,0.0,0.0,12.0,1483.0,0.3,3.2,1.2,71.0
Spaghetti Bolognese,BEL,Composite foods,One-dish meals,-1.0,-1.0,0.28600000000000003,0.726,6.51,415.0,1.03,1.4,2.4,12.7
Poulet au curry,BEL,Composite foods,One-dish meals,0.0,0.0,0.314,0.7979999999999999,5.91,434.0,1.66,0.914,3.0,13.1
Cookies,FRA,Sugary snacks,Biscuits and cakes,24.0,24.0,0.49,1.2446,7.0,2132.0,12.0,34.5,27.0,58.0
Petit Beurre au Chocolat Noir,FRA,Sugary snacks,Biscuits and cakes,21.0,21.0,0.256,0.6502399999999999,6.2,2035.0,13.8,37.0,22.1,63.5
Sesame bites,GRC,Sugary snacks,Sweets,18.0,18.0,0.00393700787401575,0.01,18.0,2402.0,6.3,23.3,40.0,33.3
Quart Maroilles,FRA,Milk and dairy products,Cheese,22.0,17.0,0.78740157480315,2.0,21.0,1356.0,18.0,0.5,27.0,0.5
Gefrorene Himbeeren,DEU,Fruits and vegetables,Fruits,-4.0,-4.0,0.0393700787401575,0.1,1.1,214.0,0.3,7.2,0.9,7.2
Banana Chocolate Puffs,DEU,Cereals and potatoes,Breakfast cereals,15.0,15.0,0.06,0.1524,6.5,1806.0,7.5,37.5,10.5,75.0
Honey Chocolate Puffs,DEU,Cereals and potatoes,Breakfast cereals,11.0,11.0,0.03,0.0762,8.2,1765.0,3.9,36.2,7.9,76.3
Fraise,DEU,Milk and dairy products,Milk and yogurt,5.0,5.0,0.0511811023622047,0.13,2.6,478.0,2.4,15.5,3.7,17.3
Brasilia,CHE,Sugary snacks,Biscuits and cakes,26.0,26.0,0.0551181102362205,0.14,5.4,2253.0,21.0,55.6,31.0,58.1
Medaillon Classic,CHE,Sugary snacks,Chocolate products,23.0,23.0,0.08,0.2032,7.0,2278.0,20.6,51.5,32.7,54.8
"Pérail, Pur brebis (26 % MG)",FRA,Milk and dairy products,Cheese,19.0,14.0,0.6,1.524,17.0,1266.0,17.0,0.2,26.0,0.2
Vollkorntaost,DEU,Cereals and potatoes,Bread,-2.0,-2.0,0.5,1.27,8.8,1082.0,0.5,3.0,4.5,42.0
"Beurre Gastronomique Doux (82,5 % MG)",FRA,Fat and sauces,Fats,20.0,20.0,0.0984251968503937,0.25,1.1,3082.0,55.0,0.6,82.5,0.6
Beurre doux extra fin (82 % MG),FRA,Fat and sauces,Fats,19.0,18.0,0.09,0.2286,0.7,3063.0,52.0,1.0,82.0,1.0
"Petit Livarot (20,7% MG)",FRA,Milk and dairy products,Cheese,21.0,16.0,0.728346456692913,1.85,22.9,1168.0,14.9,0.0,20.7,0.0
Club Jambon,FRA,Composite foods,Sandwich,16.0,16.0,0.665354330708661,1.69,11.3,1071.0,6.3,2.6,12.1,24.1
Club jambon emmental,FRA,Composite foods,Sandwich,12.0,12.0,0.6023622047244089,1.53,11.8,1193.0,3.4,2.5,15.2,23.9
Club Rosette,FRA,Composite foods,Sandwich,24.0,24.0,0.9448818897637801,2.4,13.2,1473.0,10.2,1.9,22.5,23.4
Club Crudités Poulet Mayonnaise allégée,FRA,Composite foods,Sandwich,2.0,2.0,0.456692913385827,1.16,9.0,890.0,0.9,3.1,7.5,25.4
Lasagnes à la Bolognaise,DEU,Composite foods,One-dish meals,4.0,4.0,0.46456692913385794,1.18,7.0,679.0,3.5,2.2,9.1,12.2
Chili con Carne,DEU,Composite foods,One-dish meals,-1.0,-1.0,0.346456692913386,0.88,5.1,459.0,0.8,1.4,2.5,15.5
